,workerid,proliferate.condition,age,comments,correct,education_level,enjoyment,gender,internal_node_id,key_press,native_language,response,rt,solution,stimulus,test_part,time_elapsed,total_score,trial_index,trial_type,understanding,experiment_id,participant_id,error,words
10,150,condition1,,,,,,,0.0-5.0-1.2,32.0,,,2689.990000013495,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>tell,me,cause,its,about</p><h4>Here is the correct answer and the original sentence:</h4><p>tell,me,about,its,cause</p><p>I may be acquainted, for example, with my toothache, and this knowledge may be as complete as knowledge by acquaintance ever can be, without knowing all that the dentist (who is not acquainted with it) can tell me about its cause, and without therefore knowing its 'nature' in the above sense.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1328574,,10,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
11,150,condition1,,,False,,,,0.0-5.0-0.3,,,"['and', 'in', 'questions', 'which', 'answers']",,"['questions', 'and', 'answers', 'in', 'which']",,test,1345358,1.0,11,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"questions,and,answers,in,which"
12,150,condition1,,,,,,,0.0-5.0-1.3,32.0,,,3651.210000010906,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>and,in,questions,which,answers</p><h4>Here is the correct answer and the original sentence:</h4><p>questions,and,answers,in,which</p><p>"" But this is a realm of questions and answers in which a more fastidious spirit does not like to stay: for here truth has to stifle her yawns so much when she is obliged to answer.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1349012,,12,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
13,150,condition1,,,False,,,,0.0-5.0-0.4,,,"['stirring', 'the', 'migrated', 'together', 'into']",,"['migrated', 'together', 'into', 'the', 'stirring']",,test,1396360,1.0,13,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"migrated,together,into,the,stirring"
14,150,condition1,,,,,,,0.0-5.0-1.4,32.0,,,6945.659999997588,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>stirring,the,migrated,together,into</p><h4>Here is the correct answer and the original sentence:</h4><p>migrated,together,into,the,stirring</p><p>'What a realisation of something more romantic than a fairy tale it would have been for Mrs. Linton Heathcliff, had she and I struck up an attachment, as her good nurse desired, and migrated together into the stirring atmosphere of the town!</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1403308,,14,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
15,150,condition1,,,True,,,,0.0-5.0-0.5,,,"['doing', 'nothing', 'except', 'singing', 'old']",,"['doing', 'nothing', 'except', 'singing', 'old']",,test,1418905,2.0,15,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"doing,nothing,except,singing,old"
16,150,condition1,,,,,,,0.0-5.0-1.5,32.0,,,3049.750000005588,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>doing,nothing,except,singing,old</p><h4>Here is the original sentence:</h4><p>From dinner to tea she would lie in her breeze-rocked cradle, doing nothing except singing old songs--my nursery lore--to herself, or watching the birds, joint tenants, feed and entice their young ones to fly: or nestling with closed lids, half thinking, half dreaming, happier than words can express.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1421957,,16,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
17,150,condition1,,,True,,,,0.0-5.0-0.6,,,"['mediums', 'have', 'been', 'badly', 'injured']",,"['mediums', 'have', 'been', 'badly', 'injured']",,test,1440116,3.0,17,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"mediums,have,been,badly,injured"
18,150,condition1,,,,,,,0.0-5.0-1.6,32.0,,,1924.079999997048,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>mediums,have,been,badly,injured</p><h4>Here is the original sentence:</h4><p>When still attached to the medium the ectoplasm flies back with great force on exposure to light, and, in spite of the laughter of the scoffers, there is none the less good evidence that several mediums have been badly injured by the recoil after a light has suddenly been struck by some amateur detective.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1442043,,18,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
19,150,condition1,,,True,,,,0.0-5.0-0.7,,,"['abandoned', 'when', 'the', 'limited', 'quantity']",,"['abandoned', 'when', 'the', 'limited', 'quantity']",,test,1463063,4.0,19,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"abandoned,when,the,limited,quantity"
20,150,condition1,,,,,,,0.0-5.0-1.7,32.0,,,1084.5749999862164,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>abandoned,when,the,limited,quantity</p><h4>Here is the original sentence:</h4><p>All idea of adopting this latter      plan was abandoned when the limited quantity of supplies      possible to take with us was considered.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1464150,,20,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
21,150,condition1,,,False,,,,0.0-5.0-0.8,,,"['only', 'vouched', 'for', 'by', 'one']",,"['vouched', 'for', 'by', 'only', 'one']",,test,1475841,4.0,21,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"vouched,for,by,only,one"
22,150,condition1,,,,,,,0.0-5.0-1.8,32.0,,,3143.5899999924004,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>only,vouched,for,by,one</p><h4>Here is the correct answer and the original sentence:</h4><p>vouched,for,by,only,one</p><p>Now, having said so much of the spirit body, and having indicated that its presence is not vouched for by only one line of evidence or school of thought, let us turn to what happens at the time of death, according to the observation of clairvoyants on this side and the posthumous accounts of the dead upon the other.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1478986,,22,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
23,150,condition1,,,True,,,,0.0-5.0-0.9,,,"['taken', 'from', 'one', 'of', 'the']",,"['taken', 'from', 'one', 'of', 'the']",,test,1491718,5.0,23,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"taken,from,one,of,the"
24,150,condition1,,,,,,,0.0-5.0-1.9,32.0,,,765.1450000121257,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>taken,from,one,of,the</p><h4>Here is the original sentence:</h4><p>Esther fitted up the closet with a little table, placed a footstool before it, and over it a picture taken from one of the shut-up rooms.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1492486,,24,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
25,150,condition1,,,False,,,,0.0-5.0-0.10,,,"['is', 'only', 'one', 'who', 'recognizes']",,"['is', 'one', 'who', 'recognizes', 'only']",,test,1528856,5.0,25,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"is,one,who,recognizes,only"
26,150,condition1,,,,,,,0.0-5.0-1.10,32.0,,,1793.3399999747053,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>is,only,one,who,recognizes</p><h4>Here is the correct answer and the original sentence:</h4><p>is,one,who,recognizes,only</p><p>The 'practical' man, as this word is often used, is one who recognizes only material needs, who realizes that men must have food for the body, but is oblivious of the necessity of providing food for the mind.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1530651,,26,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
27,150,condition1,,,False,,,,0.0-5.0-0.11,,,"['but', 'for', 'his', 'subject', 'popularize']",,"['popularize', 'his', 'subject', 'but', 'for']",,test,1571032,5.0,27,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"popularize,his,subject,but,for"
28,150,condition1,,,,,,,0.0-5.0-1.11,32.0,,,2290.380000020377,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>but,for,his,subject,popularize</p><h4>Here is the correct answer and the original sentence:</h4><p>popularize,his,subject,but,for</p><p>His great ability as a phonetician (he was, I think, the best of them all at his job) would have entitled him to high official recognition, and perhaps enabled him to popularize his subject, but for his Satanic contempt for all academic dignitaries and persons in general who thought more of Greek than of phonetics.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1573325,,28,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
29,150,condition1,,,False,,,,0.0-5.0-0.12,,,"['great', 'development', 'interfered', 'with', 'that']",,"['interfered', 'with', 'that', 'great', 'development']",,test,1606085,5.0,29,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"interfered,with,that,great,development"
30,150,condition1,,,,,,,0.0-5.0-1.12,32.0,,,1467.2649999847636,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>great,development,interfered,with,that</p><h4>Here is the correct answer and the original sentence:</h4><p>interfered,with,that,great,development</p><p>Never in any way had we interfered with that great development of trade which has turned them from one of the poorest to one of the richest of European States.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1607554,,30,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
31,150,condition1,,,True,,,,0.0-5.0-0.13,,,"['make', 'a', 'bad', 'use', 'of']",,"['make', 'a', 'bad', 'use', 'of']",,test,1617802,6.0,31,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"make,a,bad,use,of"
32,150,condition1,,,,,,,0.0-5.0-1.13,32.0,,,892.3100000247358,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>make,a,bad,use,of</p><h4>Here is the original sentence:</h4><p>He'll make a bad use of it, I'm afraid.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1618696,,32,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
33,150,condition1,,,True,,,,0.0-5.0-0.14,,,"['such', 'bodies', 'do', 'not', 'cease']",,"['such', 'bodies', 'do', 'not', 'cease']",,test,1630683,7.0,33,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"such,bodies,do,not,cease"
34,150,condition1,,,,,,,0.0-5.0-1.14,32.0,,,872.1300000033807,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>such,bodies,do,not,cease</p><h4>Here is the original sentence:</h4><p>If we are challenged as to why we believe that it will continue to rise as heretofore, we may appeal to the laws of motion: the earth, we shall say, is a freely rotating body, and such bodies do not cease to rotate unless something interferes from outside, and there is nothing outside to interfere with the earth between now and to-morrow.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1631558,,34,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
35,150,condition1,,,False,,,,0.0-5.0-0.15,,,"['daughter', 'went', 'to', 'take', 'the']",,"['the', 'daughter', 'went', 'to', 'take']",,test,1643816,7.0,35,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"the,daughter,went,to,take"
36,150,condition1,,,,,,,0.0-5.0-1.15,32.0,,,1637.2950000222772,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>daughter,went,to,take,the</p><h4>Here is the correct answer and the original sentence:</h4><p>the,daughter,went,to,take</p><p>But she begged so hard, and Sallie had promised to take good care of her, and a little pleasure seemed so delightful after a winter of irksome work that the mother yielded, and the daughter went to take her first taste of fashionable life.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1645455,,36,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
37,150,condition1,,,True,,,,0.0-5.0-0.16,,,"['margin', 'is', 'part', 'of', 'it']",,"['margin', 'is', 'part', 'of', 'it']",,test,1663449,8.0,37,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"margin,is,part,of,it"
38,150,condition1,,,,,,,0.0-5.0-1.16,32.0,,,665.2349999931175,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>margin,is,part,of,it</p><h4>Here is the original sentence:</h4><p>But this, at least, I have very clearly realised, that the ocean is there and that the margin is part of it, and that down that shelving shore the human race is destined to move slowly to deeper waters.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1664116,,38,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
39,150,condition1,,,False,,,,0.0-5.0-0.17,,,"['a', 'script', 'combination', 'is', 'really']",,"['script', 'is', 'really', 'a', 'combination']",,test,1688956,8.0,39,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"script,is,really,a,combination"
40,150,condition1,,,,,,,0.0-5.0-1.17,32.0,,,453.0099999974482,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>a,script,combination,is,really</p><h4>Here is the correct answer and the original sentence:</h4><p>script,is,really,a,combination</p><p>As the Ogham script is really a combination of straight lines, the latter case may be taken with considerable reserve.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1689411,,40,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
41,150,condition1,,,False,,,,0.0-5.0-0.18,,,"['entitled', 'to', 'best', 'consideration', 'of']",,"['best', 'entitled', 'to', 'consideration', 'of']",,test,1711576,8.0,41,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"best,entitled,to,consideration,of"
42,150,condition1,,,,,,,0.0-5.0-1.18,32.0,,,984.3949999776668,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>entitled,to,best,consideration,of</p><h4>Here is the correct answer and the original sentence:</h4><p>best,entitled,to,consideration,of</p><p>They supposed that it would naturally follow the freedom of the negro, but that there would be a time of probation, in which the ex-slaves could prepare themselves for the privileges of citizenship before the full right would be conferred; but Mr. Johnson, after a complete revolution of sentiment, seemed to regard the South not only as an oppressed people, but as the people best entitled to consideration of any of our citizens.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1712562,,42,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
43,150,condition1,,,True,,,,0.0-5.0-0.19,,,"['generals', 'led', 'their', 'men', 'in']",,"['generals', 'led', 'their', 'men', 'in']",,test,1731591,9.0,43,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"generals,led,their,men,in"
44,150,condition1,,,,,,,0.0-5.0-1.19,32.0,,,798.1399999989662,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>generals,led,their,men,in</p><h4>Here is the original sentence:</h4><p>The Confederate generals led their men in the repeated charges, and the loss among them was of unusual proportions.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1732393,,44,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
45,150,condition1,,,False,,,,0.0-5.0-0.20,,,"['everywhere', 'was', 'met', 'by', 'large']",,"['was', 'everywhere', 'met', 'by', 'large']",,test,1756910,9.0,45,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"was,everywhere,met,by,large"
46,150,condition1,,,,,,,0.0-5.0-1.20,32.0,,,1432.089999987511,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>everywhere,was,met,by,large</p><h4>Here is the correct answer and the original sentence:</h4><p>was,everywhere,met,by,large</p><p>After the war, during the summer of 1865, I travelled considerably through the North, and was everywhere met by large numbers of people.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1758344,,46,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
47,150,condition1,,,True,,,,0.0-5.0-0.21,,,"['by', 'dismissing', 'him', 'at', 'once']",,"['by', 'dismissing', 'him', 'at', 'once']",,test,1777328,10.0,47,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"by,dismissing,him,at,once"
48,150,condition1,,,,,,,0.0-5.0-1.21,32.0,,,460.51000000443315,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>by,dismissing,him,at,once</p><h4>Here is the original sentence:</h4><p>Humbled as he now is, I cannot forgive him such an instance of pride, and am doubtful whether I ought not to punish him by dismissing him at once after this reconciliation, or by marrying and teazing him for ever.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1777791,,48,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
49,150,condition1,,,True,,,,0.0-5.0-0.22,,,"['then', 'she', 'emerged', 'from', 'her']",,"['then', 'she', 'emerged', 'from', 'her']",,test,1791194,11.0,49,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"then,she,emerged,from,her"
50,150,condition1,,,,,,,0.0-5.0-1.22,32.0,,,612.040000007255,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>then,she,emerged,from,her</p><h4>Here is the original sentence:</h4><p>The divine afflatus usually lasted a week or two, and then she emerged from her 'vortex', hungry, sleepy, cross, or despondent.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1791808,,50,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
51,150,condition1,,,True,,,,0.0-5.0-0.23,,,"['we', 'were', 'slashed', 'around', 'from']",,"['we', 'were', 'slashed', 'around', 'from']",,test,1809550,12.0,51,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"we,were,slashed,around,from"
52,150,condition1,,,,,,,0.0-5.0-1.23,32.0,,,863.2250000082422,,"<img src=""correct.png"" width=100</img><h2>Correct!</h2><h4>Your response was:</h4><p>we,were,slashed,around,from</p><h4>Here is the original sentence:</h4><p>With us, now twenty years after the close of the most stupendous war ever known, we have writers --who profess devotion to the nation--engaged in trying to prove that the Union forces were not victorious; practically, they say, we were slashed around from Donelson to Vicksburg and to Chattanooga; and in the East from Gettysburg to Appomattox, when the physical rebellion gave out from sheer exhaustion.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1810415,,52,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
53,150,condition1,,,False,,,,0.0-5.0-0.24,,,"['and', 'were', 'generally', 'retained', 'with']",,"['and', 'were', 'retained', 'generally', 'with']",,test,1828582,12.0,53,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"and,were,retained,generally,with"
54,150,condition1,,,,,,,0.0-5.0-1.24,32.0,,,595.9849999926519,,"<h2>Wrong.</h2><h4>Your response was:</h4><p>and,were,generally,retained,with</p><h4>Here is the correct answer and the original sentence:</h4><p>and,were,retained,generally,with</p><p>The North had a great number of educated and trained soldiers, but the bulk of them were still in the army and were retained, generally with their old commands and rank, until the war had lasted many months.</p><p style=""font-size:11px;"">(This sentence was scraped from a text from Project Gutenberg.)</p><p style=""font-size:11px;"">Press space to continue.</p>",fixation,1829180,,54,html-keyboard-response,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,
55,150,condition1,,,False,,,,0.0-5.0-0.25,,,"['remodeled', 'with', 'her', 'own', 'works']",,"['remodeled', 'her', 'own', 'works', 'with']",,test,1844630,12.0,55,cloze,,e08884f0-14b4-49da-a491-37b6124ceb38,0ec4029d-904e-419a-8244-52e5a62d3675,,"remodeled,her,own,works,with"
